time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-14T10:24:32.980Z,33.8769,133.3692,24.04,4.4,mb,,105,0.446,0.51,us,us20009meg,2017-06-14T23:18:17.857Z,"10km SSE of Niihama, Japan",earthquake,7.1,6.6,0.1,29,reviewed,us,us
2017-06-14T10:14:46.540Z,26.9183,55.7589,10,4,mb,,115,2.005,0.79,us,us20009mef,2017-06-14T18:34:18.265Z,"51km W of Qeshm, Iran",earthquake,9.2,2,0.13,16,reviewed,us,us
2017-06-14T09:47:48.360Z,2.5871,128.1657,51.92,4.9,mb,,105,1.972,0.92,us,us20009meb,2017-06-14T10:05:32.040Z,"96km N of Tobelo, Indonesia",earthquake,7.7,7.8,0.072,61,reviewed,us,us
2017-06-14T09:19:09.110Z,40.39,-124.9165,5.68,2.64,md,20,289,0.4502,0.14,nc,nc72815751,2017-06-16T05:56:02.293Z,"59km WSW of Ferndale, California",earthquake,1.8,0.86,0.153,36,reviewed,nc,nc
2017-06-14T09:06:07.180Z,34.8368,72.8964,29.21,4.6,mb,,87,1.222,1.38,us,us20009me4,2017-06-14T09:22:47.040Z,"21km NW of Batgram, Pakistan",earthquake,4.8,5.5,0.085,42,reviewed,us,us
2017-06-14T09:02:59.970Z,5.8082,-82.6489,10,4.4,mb,,159,2.756,1.19,us,us20009me3,2017-06-14T09:14:51.040Z,"247km S of Punta de Burica, Panama",earthquake,6.7,2,0.156,12,reviewed,us,us
2017-06-14T08:53:49.702Z,51.8354,178.3982,102.1,2.7,ml,,,,0.53,ak,ak16184780,2017-06-14T19:10:39.940Z,"14km SSW of Little Sitkin Island, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2017-06-14T08:51:11.200Z,36.7998,-98.7308,1.43,2.5,mb_lg,,54,0.093,0.33,us,us20009mdw,2017-06-14T23:10:58.527Z,"5km W of Alva, Oklahoma",earthquake,1.4,3.4,0.154,11,reviewed,us,us
2017-06-14T08:10:56.660Z,19.2618333,-155.5043333,6.479,2.62,ml,43,56,0.01431,0.18,hv,hv61800181,2017-06-15T18:41:58.140Z,"6km NNW of Pahala, Hawaii",earthquake,0.31,0.67,0.122,31,reviewed,hv,hv
2017-06-14T08:09:55.600Z,36.6825,-121.3205,4.66,2.55,md,65,59,0.07165,0.12,nc,nc72815681,2017-06-16T04:42:02.119Z,"14km SSE of Ridgemark, California",earthquake,0.14,0.67,0.183,93,reviewed,nc,nc
2017-06-14T08:06:07.040Z,36.686,-121.317,3.97,2.79,md,63,60,0.07501,0.08,nc,nc72815676,2017-06-16T04:01:02.025Z,"14km SSE of Ridgemark, California",earthquake,0.18,0.66,0.181,112,reviewed,nc,nc
2017-06-14T07:52:43.440Z,14.7999,-91.9036,95.28,5,mb,,151,0.34,0.88,us,us20009mc1,2017-06-14T12:40:32.912Z,"1km E of Nuevo Progreso, Guatemala",earthquake,8.3,7.4,0.043,174,reviewed,us,us
2017-06-14T07:29:05.630Z,14.9823,-91.9882,94,6.9,mww,,63,0.536,1.4,us,us20009mbt,2017-06-22T13:18:51.457Z,"5km NNE of San Pablo, Guatemala",earthquake,5.5,2.1,0.026,146,reviewed,us,us
2017-06-14T07:23:54.950Z,14.3094,-93.014,28.94,5.4,mww,,78,1.295,1.16,us,us20009mbr,2017-06-14T17:24:37.040Z,"78km SW of Puerto Madero, Mexico",earthquake,7.3,3.9,0.098,10,reviewed,us,us
2017-06-14T07:15:14.000Z,19.037,-69.611,107.8,4.1,Ml,19,129.599989632001,,,pt,pt17165002,2017-06-15T01:33:51.149Z,"17km ENE of Gonzalo, Dominican Republic",earthquake,,,,15,reviewed,pt,pt
2017-06-14T07:10:06.980Z,34.7713,23.8781,10,4.4,mb,,164,0.977,1.13,us,us20009mbk,2017-06-14T07:57:17.040Z,"54km SSE of Palaiochora, Greece",earthquake,4.9,2,0.087,39,reviewed,us,us
2017-06-14T06:38:48.810Z,14.2245,-93.1504,10.66,5.5,mww,,83,1.441,1.22,us,us20009mbf,2017-06-14T17:30:37.166Z,"95km SW of Puerto Madero, Mexico",earthquake,7.4,3.2,0.03,108,reviewed,us,us
2017-06-14T06:15:07.060Z,44.7785,-111.0226667,9.2,2.58,ml,19,158,0.02249,0.16,uu,uu60202597,2017-06-15T19:46:01.650Z,"14km NNE of West Yellowstone, Montana",earthquake,0.46,0.67,0.109,6,reviewed,uu,uu
2017-06-14T06:13:20.692Z,37.3928,-114.2875,7,3.2,ml,38,65.36,0.349,0.149,nn,nn00592317,2017-06-15T02:36:39.256Z,"31km SE of Caliente, Nevada",earthquake,,1.6,0.36,22,reviewed,nn,nn
2017-06-14T05:43:22.580Z,38.5123333,-122.5756667,8.9,2.52,md,100,44,0.07426,0.12,nc,nc72815636,2017-06-16T05:41:02.268Z,"7km S of Calistoga, California",earthquake,0.16,0.38,0.214,81,reviewed,nc,nc
2017-06-14T05:30:11.340Z,-23.0376,170.1925,10,4.9,mb,,80,2.531,1.39,us,us20009maz,2017-06-14T05:56:37.040Z,"203km WSW of Ile Hunter, New Caledonia",earthquake,3.8,1.9,0.081,48,reviewed,us,us
2017-06-14T03:32:18.740Z,18.8846,-64.2763,25,2.49,md,3,341,1.1599,0.16,pr,pr2017165001,2017-06-15T00:58:43.651Z,"63km NE of Road Town, British Virgin Islands",earthquake,2.88,14.36,0.39,2,reviewed,pr,pr
2017-06-14T03:00:29.760Z,44.7858333,-111.0275,9.6,2.92,ml,18,167,0.03055,0.13,uu,uu60202542,2017-06-14T15:14:05.170Z,"15km NNE of West Yellowstone, Montana",earthquake,0.52,0.61,0.13,6,reviewed,uu,uu
2017-06-14T02:32:46.960Z,13.7923,-92.3781,10,4.4,mb,,185,0.984,1.06,us,us20009ma8,2017-06-21T02:30:48.040Z,"75km SW of Champerico, Guatemala",earthquake,5.4,1.8,0.043,158,reviewed,us,us
2017-06-14T01:53:21.980Z,51.6495,178.4373,111.06,3.6,mb,,177,0.294,0.9,us,us20009mg7,2017-06-21T01:27:31.040Z,"33km S of Little Sitkin Island, Alaska",earthquake,15.1,7.8,0.1,25,reviewed,us,us
2017-06-14T00:39:24.420Z,-21.1959,-67.9124,173.54,4.1,mb,,52,1.374,1.28,us,us20009m9e,2017-06-20T22:16:57.040Z,"139km SW of Uyuni, Bolivia",earthquake,6,9,0.261,4,reviewed,us,us
2017-06-14T00:25:37.310Z,-18.3238,168.7228,13.96,5.8,mww,,55,2.812,0.98,us,us20009m97,2017-06-20T21:50:45.894Z,"77km SSE of Port-Vila, Vanuatu",earthquake,8.7,3.5,0.071,19,reviewed,us,us
2017-06-13T23:42:11.370Z,5.1839,61.7765,10,4,mb,,144,20.365,0.29,us,us20009n3n,2017-06-20T03:21:39.040Z,"Carlsberg Ridge",earthquake,14.3,2,0.196,7,reviewed,us,us
2017-06-13T23:41:13.400Z,5.0924,62.1619,10,4.3,mb,,141,20.553,1.11,us,us20009n3h,2017-06-20T03:19:40.040Z,"Carlsberg Ridge",earthquake,14.9,1.9,0.123,19,reviewed,us,us
2017-06-13T23:37:33.360Z,37.09,134.9977,375.29,4.4,mb,,45,2.39,0.92,us,us20009m92,2017-06-20T03:00:26.040Z,"141km NW of Mikuni, Japan",earthquake,6.4,7,0.038,203,reviewed,us,us
2017-06-13T22:29:11.780Z,43.2245,17.7499,4.82,4.1,mb,,34,1.366,0.56,us,us20009m8p,2017-06-14T17:06:50.534Z,"4km E of Citluk, Bosnia and Herzegovina",earthquake,4.7,6.3,0.198,7,reviewed,us,us
2017-06-13T22:27:05.420Z,-4.6162,102.2274,54.05,4.4,mb,,139,0.769,0.46,us,us20009m8r,2017-06-13T22:52:25.040Z,"90km S of Bengkulu, Indonesia",earthquake,7.5,6.9,0.104,27,reviewed,us,us
2017-06-13T21:30:29.270Z,-42.512,-75.4337,5.14,4.6,mb,,155,1.37,0.53,us,us20009m87,2017-06-13T21:55:58.040Z,"133km W of Chonchi, Chile",earthquake,6.3,5.5,0.112,24,reviewed,us,us
2017-06-13T21:24:12.010Z,13.8154,-92.2488,10,4.9,mb,,130,0.886,1.01,us,us20009m84,2017-06-14T07:56:47.514Z,"64km SSW of Champerico, Guatemala",earthquake,7.7,1.9,0.034,276,reviewed,us,us
2017-06-13T19:38:19.000Z,33.6092,91.0571,41.8,4.7,mb,,45,3.894,0.68,us,us20009m7k,2017-06-14T14:40:41.040Z,"139km WSW of Tanggulashan, China",earthquake,8,6.1,0.039,197,reviewed,us,us
2017-06-13T19:12:02.250Z,41.0191667,-125.0965,15.25,2.57,md,26,281,0.7921,0.12,nc,nc72815401,2017-06-14T06:51:09.537Z,"81km WNW of Bayview, California",earthquake,2.64,3.92,0.193,24,reviewed,nc,nc
2017-06-13T18:36:31.780Z,18.0756,-67.4893,62,3.04,md,11,258,0.309,0.19,pr,pr2017164008,2017-06-14T14:08:23.040Z,"23km W of Puerto Real, Puerto Rico",earthquake,0.92,0.79,0.21,11,reviewed,pr,pr
2017-06-13T18:02:39.010Z,-6.3171,147.6132,64.09,4.7,mb,,44,3.1,1.04,us,us20009m72,2017-06-14T14:02:25.040Z,"42km NW of Finschhafen, Papua New Guinea",earthquake,5.1,6.7,0.052,114,reviewed,us,us
2017-06-13T16:21:04.970Z,19.1983,-64.384,68,2.57,md,3,327,1.2653,0.26,pr,pr2017164009,2017-06-14T01:57:00.909Z,"89km NNE of Road Town, British Virgin Islands",earthquake,8.82,12.82,0.18,3,reviewed,pr,pr
2017-06-13T16:10:20.270Z,2.4152,126.8471,35,4.8,mb,,66,1.713,0.89,us,us20009m59,2017-06-13T16:46:51.040Z,"149km WNW of Tobelo, Indonesia",earthquake,8.1,1.9,0.066,74,reviewed,us,us
2017-06-13T14:31:57.660Z,28.0385,139.7518,435.1,4.6,mb,,23,2.354,0.75,us,us20009m4r,2017-06-13T15:02:32.040Z,"265km WNW of Chichi-shima, Japan",earthquake,10.9,4.2,0.038,204,reviewed,us,us
2017-06-13T14:03:21.740Z,13.8229,-92.266,42.05,4.4,mb,,184,0.89,0.84,us,us20009m4l,2017-06-13T15:56:13.040Z,"64km SW of Champerico, Guatemala",earthquake,7.8,9.1,0.065,69,reviewed,us,us
2017-06-13T11:48:43.080Z,-17.9366,-178.5111,576.78,4.8,mb,,84,3.278,0.85,us,us20009m4f,2017-06-16T17:55:14.392Z,"280km SE of Lambasa, Fiji",earthquake,11.4,6.3,0.032,307,reviewed,us,us
2017-06-13T11:28:39.510Z,44.791,-111.0331667,10.54,2.71,ml,26,124,0.03705,0.15,uu,uu60202347,2017-06-13T14:26:28.250Z,"15km NNE of West Yellowstone, Montana",earthquake,0.31,0.37,0.091,5,reviewed,uu,uu
2017-06-13T10:43:50.260Z,37.5621667,-118.8328333,0.82,2.54,md,34,103,0.02797,0.04,nc,nc72815136,2017-06-16T03:46:02.990Z,"15km SE of Mammoth Lakes, California",earthquake,0.2,0.48,0.166,30,reviewed,nc,nc
2017-06-13T10:02:44.510Z,19.1883,-64.4103,58,2.51,md,3,336,1.2395,0.17,pr,pr2017164006,2017-06-14T02:00:24.725Z,"88km NNE of Road Town, British Virgin Islands",earthquake,6.46,10.81,0.11,3,reviewed,pr,pr
2017-06-13T09:40:37.950Z,39.7433,-98.1804,5,3.6,mwr,,58,1.138,0.53,us,us20009m3y,2017-06-13T23:53:23.804Z,"5km SSE of Mankato, Kansas",earthquake,2.9,2,0.073,18,reviewed,us,us
2017-06-13T08:43:53.710Z,13.899,-92.229,45.95,4.9,mb,,160,0.809,1.11,us,us20009m3v,2017-06-13T09:00:16.040Z,"55km SW of Champerico, Guatemala",earthquake,6.4,6.6,0.026,464,reviewed,us,us
2017-06-13T08:21:33.548Z,56.086,-153.8863,24.1,3.1,ml,,,,0.93,ak,ak16184205,2017-06-13T08:27:37.207Z,"112km ENE of Chirikof Island, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-06-13T07:58:23.250Z,-24.2727,-67.0016,176.56,4.4,mb,,122,2.409,0.64,us,us20009m3n,2017-06-13T08:30:40.040Z,"69km W of San Antonio de los Cobres, Argentina",earthquake,9.1,9.6,0.075,51,reviewed,us,us
2017-06-13T07:39:36.231Z,63.8682,-148.2552,100.6,3.7,ml,,,,0.35,ak,ak16184157,2017-06-14T19:24:35.040Z,"34km E of Healy, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-06-13T07:26:50.300Z,44.7858333,-111.034,10.19,2.72,ml,26,78,0.0331,0.13,uu,uu60202267,2017-06-13T14:38:54.940Z,"14km NNE of West Yellowstone, Montana",earthquake,0.39,0.36,0.208,6,reviewed,uu,uu
2017-06-13T06:15:22.760Z,18.5788,-67.1303,75,2.68,md,12,242,0.1129,0.19,pr,pr2017164005,2017-06-14T02:02:07.189Z,"10km NNW of San Antonio, Puerto Rico",earthquake,1.48,1.06,0.24,5,reviewed,pr,pr
2017-06-13T05:21:03.870Z,19.1873,-66.3623,12,2.92,md,12,264,0.9215,0.26,pr,pr2017164004,2017-06-14T02:02:53.280Z,"79km N of Brenas, Puerto Rico",earthquake,2.48,3.53,0.13,8,reviewed,pr,pr
2017-06-13T04:37:28.060Z,13.8611,-92.3794,35.98,4.9,mb,,158,0.935,1.02,us,us20009m37,2017-06-13T04:48:24.040Z,"69km SW of Champerico, Guatemala",earthquake,7,10,0.032,307,reviewed,us,us
2017-06-13T03:58:34.028Z,54.497,-169.7617,27.9,3.4,ml,,,,0.79,ak,ak16184111,2017-06-13T17:58:59.111Z,"183km NNW of Nikolski, Alaska",earthquake,,4,,,reviewed,ak,ak
2017-06-13T03:45:59.480Z,18.3896,-66.2865,59,2.72,md,15,189,0.2183,0.1,pr,pr2017164003,2017-06-14T02:03:19.897Z,"2km WSW of Rio Lajas, Puerto Rico",earthquake,0.67,0.61,0.3,11,reviewed,pr,pr
2017-06-13T02:13:08.750Z,19.0781,-64.499,43,2.55,md,3,334,1.099,0.15,pr,pr2017164002,2017-06-14T02:05:36.336Z,"74km N of Road Town, British Virgin Islands",earthquake,4.77,10.39,0.49,2,reviewed,pr,pr
2017-06-13T01:33:09.640Z,19.2545,-64.4585,48,2.86,md,5,324,1.2553,0.21,pr,pr2017164000,2017-06-17T12:04:41.933Z,"94km N of Road Town, British Virgin Islands",earthquake,5.39,13.93,0.45,4,reviewed,pr,pr
2017-06-13T01:02:22.207Z,60.6065,-150.5399,19.9,2.5,ml,,,,0.83,ak,ak16183883,2017-06-13T21:19:21.174Z,"14km ENE of Sterling, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-06-13T00:19:48.370Z,-4.7661,151.7217,133.87,4.8,mb,,49,6.459,0.9,us,us20009m2j,2017-06-13T02:39:56.040Z,"75km SW of Kokopo, Papua New Guinea",earthquake,8.8,7.6,0.089,39,reviewed,us,us
2017-06-13T00:18:34.260Z,18.216,145.2163,233.18,4.1,mb,,150,4.612,0.28,us,us20009n2n,2017-06-17T04:02:40.040Z,"59km WNW of Pagan, Northern Mariana Islands",earthquake,17.7,18.2,0.12,19,reviewed,us,us
2017-06-13T00:01:45.870Z,36.7749,142.2178,10,4.2,mb,,207,1.577,1.09,us,us20009n2s,2017-06-17T04:13:27.040Z,"122km ESE of Iwaki, Japan",earthquake,7.9,2,0.121,19,reviewed,us,us
2017-06-12T23:53:00.150Z,-26.912,26.8132,5,4.8,mb,,74,2.183,0.68,us,us20009n2a,2017-06-17T03:46:26.040Z,"8km SSE of Stilfontein, South Africa",earthquake,3.1,1.9,0.197,8,reviewed,us,us
2017-06-12T23:23:29.600Z,36.7882,70.8937,102.06,4.1,mb,,176,0.422,1.18,us,us20009m2h,2017-06-13T02:51:12.040Z,"10km SSE of Jarm, Afghanistan",earthquake,9.7,7.2,0.213,6,reviewed,us,us
2017-06-12T23:06:46.740Z,19.1981,-64.4513,63,2.47,md,3,336,1.2182,0.07,pr,pr2017163004,2017-06-15T23:36:50.040Z,"89km N of Road Town, British Virgin Islands",earthquake,4.19,6.36,0.11,3,reviewed,pr,pr
2017-06-12T22:54:55.650Z,44.7825,-111.0386667,10.56,3.22,ml,23,113,0.1341,0.16,uu,uu60202047,2017-06-20T02:50:50.040Z,"14km NNE of West Yellowstone, Montana",earthquake,0.45,0.87,0.255,6,reviewed,uu,uu
2017-06-12T22:25:39.580Z,-6.4164,145.7701,79.67,4.6,mb,,86,3.272,0.83,us,us20009m2c,2017-06-20T02:22:43.717Z,"17km SW of Kainantu, Papua New Guinea",earthquake,10.2,7.6,0.08,47,reviewed,us,us
2017-06-12T22:00:57.820Z,-33.6069,-70.1826,100.18,4.1,mb,,138,0.619,0.74,us,us20009m2b,2017-06-20T02:15:32.452Z,"37km E of Puente Alto, Chile",earthquake,8,3.1,0.185,8,reviewed,us,us
2017-06-12T18:24:00.810Z,44.7741667,-111.0245,8.09,2.89,ml,18,152,0.01977,0.15,uu,uu60010654,2017-06-12T18:49:09.800Z,"13km NNE of West Yellowstone, Montana",earthquake,0.42,0.64,0.113,7,reviewed,uu,uu
2017-06-12T16:48:09.860Z,44.7801667,-111.0256667,9,2.71,ml,18,160,0.02504,0.16,uu,uu60201617,2017-06-12T18:17:28.040Z,"14km NNE of West Yellowstone, Montana",earthquake,0.46,0.75,0.236,6,reviewed,uu,uu
2017-06-12T16:46:47.050Z,44.7848333,-111.024,11.09,3.13,ml,9,167,0.05983,0.07,uu,uu60201632,2017-06-13T18:34:21.500Z,"15km NNE of West Yellowstone, Montana",earthquake,0.47,1.33,0.063,5,reviewed,uu,uu
2017-06-12T16:46:37.130Z,44.7866667,-111.0303333,10.83,2.86,ml,25,47,0.03231,0.16,uu,uu60201622,2017-06-13T18:32:46.660Z,"15km NNE of West Yellowstone, Montana",earthquake,0.37,0.44,0.262,5,reviewed,uu,uu
2017-06-12T15:46:47.400Z,-5.609,129.688,34.06,5,mb,,60,2.849,0.48,us,us20009lzg,2017-06-12T16:54:12.040Z,"253km SSE of Saparua, Indonesia",earthquake,6.7,4.6,0.066,73,reviewed,us,us
2017-06-12T15:27:23.400Z,36.1855,71.3154,103.34,4.3,mb,,87,1.11,0.52,us,us20009lyl,2017-06-12T16:31:32.040Z,"51km ENE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,7.7,6.6,0.078,46,reviewed,us,us
2017-06-12T15:06:27.080Z,60.9672,167.2071,18.89,5.1,mb,,58,8.287,0.46,us,us20009lyk,2017-06-12T16:15:47.040Z,"82km NE of Tilichiki, Russia",earthquake,8.2,4.3,0.03,366,reviewed,us,us
2017-06-12T14:53:59.090Z,18.2088,-68.7503,180,3.39,md,15,311,0.4787,0.48,pr,pr2017163002,2017-06-14T02:12:18.160Z,"23km SW of Boca de Yuma, Dominican Republic",earthquake,7.43,2.15,0.26,11,reviewed,pr,pr
2017-06-12T14:34:17.973Z,58.7591,-143.329,1.8,2.8,ml,,,,0.7,ak,ak16182342,2017-06-12T14:41:43.839Z,"154km SSW of Cape Yakataga, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-06-12T14:28:43.346Z,37.1154,-117.0546,7.8,2.9,ml,29,71.55,0.136,0.2076,nn,nn00592046,2017-06-19T21:07:52.237Z,"34km NW of Beatty, Nevada",earthquake,,1.6,0.17,19,reviewed,nn,nn
2017-06-12T14:19:47.890Z,38.872,26.2966,10,4.4,mb,,50,2.03,0.76,us,us20009lye,2017-06-12T16:20:36.890Z,"13km SSW of Plomarion, Greece",earthquake,5.4,1.9,0.144,14,reviewed,us,us
2017-06-12T13:54:25.900Z,36.3511,71.1755,77.96,4.6,mb,,87,0.91,0.81,us,us20009lyd,2017-06-12T15:06:46.040Z,"48km SW of Ashkasham, Afghanistan",earthquake,6.6,5.3,0.061,81,reviewed,us,us
2017-06-12T12:35:01.437Z,62.3564,-151.202,79.1,2.7,ml,,,,0.64,ak,ak16182025,2017-06-13T08:55:14.692Z,"56km W of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-06-12T12:28:38.920Z,38.932,26.3635,10.35,6.3,mww,,49,1.772,0.79,us,us20009ly0,2017-06-20T15:16:18.327Z,"4km S of Plomarion, Greece",earthquake,5.3,2.7,0.035,78,reviewed,us,us
2017-06-12T11:32:47.450Z,39.7209,-98.1298,5,3.7,mb_lg,,59,1.14,0.66,us,us20009lxq,2017-06-13T16:11:52.510Z,"10km SE of Mankato, Kansas",earthquake,3,2,0.043,140,reviewed,us,us
2017-06-12T11:32:06.430Z,39.7317,-98.1306,5,3.2,mb_lg,,66,1.131,0.52,us,us20009lxp,2017-06-14T09:04:15.741Z,"9km SE of Mankato, Kansas",earthquake,2.2,2,0.045,130,reviewed,us,us
2017-06-12T11:27:04.960Z,-33.0777,-71.8717,24.84,4.9,mb,,71,0.204,0.95,us,us20009lxk,2017-06-13T02:46:37.866Z,"23km W of Valparaiso, Chile",earthquake,4.8,4.6,0.155,13,reviewed,us,us
2017-06-12T11:19:13.290Z,43.8119,147.3239,46.34,4.3,mb,,175,3.548,0.62,us,us20009lxj,2017-06-12T11:36:39.040Z,"48km E of Shikotan, Russia",earthquake,8.5,14.2,0.107,25,reviewed,us,us
2017-06-12T11:18:34.200Z,39.7663,-98.1107,5,3.8,mb_lg,,154,1.093,0.3,us,us20009lxc,2017-06-13T10:17:17.080Z,"8km ESE of Mankato, Kansas",earthquake,3.8,1.9,0.047,116,reviewed,us,us
2017-06-12T07:39:15.390Z,36.6906667,-121.3191667,3.39,2.93,md,53,61,0.07973,0.05,nc,nc72814566,2017-06-15T04:10:03.703Z,"14km SSE of Ridgemark, California",earthquake,0.18,0.79,0.216,117,reviewed,nc,nc
2017-06-12T06:29:17.380Z,18.9166667,-155.235,12.595,2.88,ml,22,264,0.343,0.13,hv,hv61523627,2017-06-14T02:52:31.640Z,"41km SE of Pahala, Hawaii",earthquake,1.06,0.84,0.114,15,reviewed,hv,hv
2017-06-12T06:29:08.480Z,18.8896667,-155.2361667,12.141,2.66,md,40,255,0.34,0.13,hv,hv61523622,2017-06-14T03:02:41.190Z,"43km SE of Pahala, Hawaii",earthquake,1.35,0.98,0.076,7,reviewed,hv,hv
2017-06-12T06:27:14.510Z,7.0981,127.4101,54.2,4.5,mb,,109,1.817,1.15,us,us20009lx2,2017-06-12T09:44:25.745Z,"94km ESE of Santiago, Philippines",earthquake,8,6.6,0.072,56,reviewed,us,us
2017-06-12T04:30:36.730Z,3.6904,126.7757,56.82,5.4,mb,,65,2.958,0.88,us,us20009lww,2017-06-20T01:53:57.040Z,"238km SE of Sarangani, Philippines",earthquake,7.5,6.2,0.042,189,reviewed,us,us
2017-06-12T02:43:26.880Z,-31.5027,-71.7476,27,5.7,mww,,47,0.705,1.01,us,us20009lwp,2017-06-19T02:00:12.831Z,"57km WNW of Illapel, Chile",earthquake,3.6,1.7,0.052,35,reviewed,us,us
2017-06-12T02:04:51.170Z,-57.3865,-25.9594,68.66,4.5,mb,,124,6.695,0.51,us,us20009n29,2017-06-19T01:53:11.040Z,"107km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.6,6.8,0.128,18,reviewed,us,us
2017-06-12T01:32:36.950Z,-20.9565,-178.4564,544.71,4.1,mb,,210,4.589,0.55,us,us20009n1f,2017-06-19T00:01:19.040Z,"42km SE of Ndoi Island, Fiji",earthquake,14.3,14.5,0.151,12,reviewed,us,us
2017-06-12T00:09:27.240Z,59.8891,-136.7851,10,2.5,ml,,101,0.547,0.63,us,us20009lwi,2017-06-12T04:53:46.040Z,"95km WNW of Skagway, Alaska",earthquake,3.1,2,0.055,43,reviewed,us,us
2017-06-12T00:09:05.310Z,6.4255,92.6617,31.58,4.5,mb,,135,4.426,0.52,us,us20009n1e,2017-06-17T03:32:23.040Z,"185km SSW of Mohean, India",earthquake,11.5,6.2,0.128,18,reviewed,us,us
2017-06-11T23:15:06.180Z,-8.3071,106.2682,7,5.6,mww,,46,2.243,1.44,us,us20009lwc,2017-06-13T13:46:06.040Z,"107km SSW of Cibungur, Indonesia",earthquake,5.4,1.7,0.073,18,reviewed,us,us
2017-06-11T20:54:59.460Z,59.7481,-136.5898,5,3.3,ml,,93,0.594,0.7,us,us20009lvq,2017-06-12T06:24:43.006Z,"78km WNW of Skagway, Alaska",earthquake,4.3,2,0.055,43,reviewed,us,us
2017-06-11T19:26:46.850Z,36.3751667,-92.989,6.09,2.47,md,11,85,0.111,0.13,nm,nm60198001,2017-06-16T02:41:48.348Z,"19km NNE of Harrison, Arkansas",earthquake,0.47,1.06,0.071,9,reviewed,nm,nm
2017-06-11T18:27:46.480Z,19.1703,-64.8465,37,2.55,md,5,307,0.9667,0.22,pr,pr2017162009,2017-06-14T02:21:02.159Z,"86km NNW of Road Town, British Virgin Islands",earthquake,3.91,15.54,0.4,4,reviewed,pr,pr
2017-06-11T18:22:24.730Z,19.5341667,-155.9885,12.191,2.84,ml,44,246,0.08147,0.2,hv,hv61522927,2017-06-15T22:35:49.267Z,"13km WSW of Captain Cook, Hawaii",earthquake,1.13,0.45,0.118,24,reviewed,hv,hv
2017-06-11T16:53:31.400Z,28.9135,142.2566,25.73,4.5,mb,,133,1.812,0.72,us,us20009n14,2017-06-21T17:19:35.040Z,"202km N of Chichi-shima, Japan",earthquake,9.8,6.4,0.132,17,reviewed,us,us
2017-06-11T16:29:55.880Z,-6.8,-11.8117,10,5.1,mb,,73,2.766,0.74,us,us20009lv8,2017-06-21T16:39:57.040Z,"Ascension Island region",earthquake,9.6,1.8,0.054,110,reviewed,us,us
2017-06-11T15:24:06.380Z,16.6454,121.8047,10,4.6,mb,,95,6.178,0.55,us,us20009lv4,2017-06-21T16:17:49.040Z,"8km S of San Guillermo, Philippines",earthquake,6.8,1.9,0.107,26,reviewed,us,us
2017-06-11T14:20:41.580Z,-10.8836,162.1195,45.95,4.9,mb,,65,2.575,0.78,us,us20009luu,2017-06-21T15:08:26.040Z,"52km SSE of Kirakira, Solomon Islands",earthquake,6.1,6.2,0.059,89,reviewed,us,us
2017-06-11T14:15:32.360Z,44.5426,101.4007,15.48,4.3,mb,,115,4.781,0.58,us,us20009n0m,2017-06-21T15:05:59.040Z,"45km E of Hatansuudal, Mongolia",earthquake,7,6.1,0.177,9,reviewed,us,us
2017-06-11T14:06:34.270Z,36.8465,-121.3103333,8.99,2.67,md,53,76,0.03805,0.07,nc,nc72814131,2017-06-13T02:31:02.143Z,"6km NE of Ridgemark, California",earthquake,0.15,0.41,0.167,92,reviewed,nc,nc
2017-06-11T13:28:14.745Z,60.0389,-152.883,106,3.2,ml,,,,0.54,ak,ak16180422,2017-06-21T14:17:46.040Z,"50km S of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-06-11T13:25:32.120Z,31.4176667,-115.601,12.02,2.89,ml,8,141,0.1587,0.11,ci,ci37669343,2017-06-19T23:37:56.732Z,"97km ESE of Maneadero, B.C., MX",earthquake,0.34,0.7,0.116,38,reviewed,ci,ci
2017-06-11T13:18:26.370Z,-17.5365,-63.9347,10,5.1,mb,,34,3.143,1.22,us,us20009lup,2017-06-21T13:54:11.887Z,"18km SW of Villa Yapacani, Bolivia",earthquake,4.5,1.8,0.033,298,reviewed,us,us
2017-06-11T13:08:23.620Z,-32.6565,-179.7661,99.82,4.4,mb,,147,3.748,0.2,us,us20009n0p,2017-06-21T13:48:24.040Z,"158km SSW of L'Esperance Rock, New Zealand",earthquake,12,13.2,0.178,9,reviewed,us,us
2017-06-11T12:59:32.180Z,18.3658,-67.3191,91,2.65,md,7,145,0.1611,0.32,pr,pr2017162008,2017-06-11T16:16:38.208Z,"7km WNW of Rincon, Puerto Rico",earthquake,2.43,2.06,0.05,6,reviewed,pr,pr
