time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-29T15:34:25.710Z,47.0525,-66.6024,6.2,2.5,mb_lg,,136,0.432,0.41,us,us10008w5y,2017-06-13T19:38:15.040Z,"86km W of Miramichi, Canada",earthquake,5.3,5,0.132,15,reviewed,us,us
2017-05-29T15:33:01.100Z,-9.2441,112.1255,37.7,4.2,mb,,140,2.064,0.49,us,us20009j93,2017-06-13T19:36:42.040Z,"102km S of Sumbersih, Indonesia",earthquake,8.1,10.7,0.215,6,reviewed,us,us
2017-05-29T15:29:59.950Z,-1.2182,120.457,10,4.5,mb,,66,2.32,0.55,us,us10008w2w,2017-06-13T16:21:15.040Z,"31km NW of Kasiguncu, Indonesia",earthquake,6.5,1.3,0.113,23,reviewed,us,us
2017-05-29T15:25:22.620Z,-1.2539,120.3492,11.62,4.3,mb,,83,2.388,0.48,us,us20009j98,2017-06-13T16:11:21.040Z,"38km WNW of Kasiguncu, Indonesia",earthquake,5.3,6.5,0.202,7,reviewed,us,us
2017-05-29T15:18:46.890Z,-1.315,120.4649,10,5,mb,,82,2.322,0.45,us,us10008w2m,2017-06-13T14:38:15.040Z,"24km WNW of Kasiguncu, Indonesia",earthquake,4.8,1.9,0.095,35,reviewed,us,us
2017-05-29T15:18:33.460Z,37.1091,71.2065,88.67,4.4,mb,,89,0.504,0.63,us,us20009j95,2017-06-13T14:26:42.040Z,"42km NE of Jarm, Afghanistan",earthquake,5.6,5.6,0.219,8,reviewed,us,us
2017-05-29T15:04:31.200Z,-1.3027,120.4838,10,5.1,mb,,118,2.302,0.77,us,us10008w2j,2017-06-13T13:53:15.040Z,"23km NW of Kasiguncu, Indonesia",earthquake,6.9,1.9,0.096,35,reviewed,us,us
2017-05-29T15:03:27.440Z,-1.2496,120.4189,10,4.6,mb,,82,2.361,0.73,us,us20009j92,2017-06-12T21:13:15.040Z,"32km NW of Kasiguncu, Indonesia",earthquake,3.9,1.8,0.116,25,reviewed,us,us
2017-05-29T14:57:53.850Z,-37.3412,-71.6576,80.7,5.9,mww,,50,1.362,0.76,us,us10008w2b,2017-06-12T21:02:31.782Z,"62km ENE of Los Angeles, Chile",earthquake,5.7,3.4,0.043,52,reviewed,us,us
2017-05-29T14:55:03.680Z,-1.2372,120.4176,10,5,mb,,82,2.36,1.01,us,us20009j9i,2017-06-12T20:10:46.040Z,"33km NW of Kasiguncu, Indonesia",earthquake,6.9,1.9,0.077,55,reviewed,us,us
2017-05-29T14:53:41.780Z,-1.2974,120.4838,10,4.7,mb,,85,2.301,0.81,us,us10008w2e,2017-06-12T20:23:53.040Z,"23km NW of Kasiguncu, Indonesia",earthquake,5.9,1.7,0.094,34,reviewed,us,us
2017-05-29T14:44:36.880Z,-1.2988,120.3987,10,4.5,mb,,91,2.386,0.99,us,us20009ja0,2017-06-12T20:12:44.040Z,"31km WNW of Kasiguncu, Indonesia",earthquake,6.4,2,0.384,3,reviewed,us,us
2017-05-29T14:42:02.570Z,-1.2497,120.4009,10,5.1,mb,,82,2.375,1.12,us,us20009j91,2017-06-12T13:28:17.040Z,"34km NW of Kasiguncu, Indonesia",earthquake,3.9,1.9,0.102,31,reviewed,us,us
2017-05-29T14:38:56.100Z,-1.2739,120.4503,10,5.3,mb,,83,2.392,0.78,us,us20009ja3,2017-06-12T20:19:17.012Z,"28km NW of Kasiguncu, Indonesia",earthquake,5.8,1.9,0.123,26,reviewed,us,us
2017-05-29T14:35:21.510Z,-1.2872,120.4335,12,6.6,mww,,18,2.35,0.87,us,us10008w1z,2017-06-12T14:19:37.747Z,"28km WNW of Kasiguncu, Indonesia",earthquake,5.4,1.4,0.045,47,reviewed,us,us
2017-05-29T13:53:29.160Z,33.2999,75.9276,35.9,4.5,mb,,165,5.472,0.7,us,us10008w1v,2017-06-11T19:00:51.182Z,"15km E of Kishtwar, India",earthquake,10,8.5,0.064,71,reviewed,us,us
2017-05-29T13:34:33.680Z,53.3326,-163.5369,10,3.2,ml,,207,1.299,0.47,us,us10008w5l,2017-06-11T18:43:30.040Z,"169km S of False Pass, Alaska",earthquake,5.4,2,0.148,6,reviewed,us,us
2017-05-29T12:56:01.300Z,16.001,-94.336,89.1,4.5,mb,,,,1.94,us,us10008w1q,2017-06-09T07:00:27.040Z,"36km SSW of Chahuite, Mexico",earthquake,5.4,6.2,0.084,41,reviewed,unm,us
2017-05-29T12:06:53.710Z,-1.6319,-78.037,161.08,4.4,mb,,47,0.843,1.18,us,us10008w1m,2017-06-09T06:58:59.040Z,"13km WNW of Palora, Ecuador",earthquake,8.7,4,0.138,15,reviewed,us,us
2017-05-29T09:54:42.960Z,33.4885,-116.7715,9.16,2.54,ml,127,25,0.03519,0.2,ci,ci37656375,2017-06-19T23:41:24.602Z,"10km ENE of Aguanga, CA",earthquake,0.1,0.26,0.146,26,reviewed,ci,ci
2017-05-29T08:13:59.409Z,61.8343,-147.9303,23.2,4.2,ml,,,,0.6,ak,ak16135940,2017-05-31T22:46:24.388Z,"48km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-29T05:45:51.410Z,59.7248,-136.5499,20.7,3.2,ml,,,,1.1,ak,ak16135723,2017-05-30T02:14:51.430Z,"75km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-29T05:24:38.281Z,59.8728,-136.6896,17.1,2.8,ml,,,,0.65,ak,ak16135709,2017-05-30T01:54:47.274Z,"90km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-29T04:55:27.940Z,-56.2846,-25.6164,9.39,5,mb,,129,6.526,0.94,us,us10008vzy,2017-06-05T04:48:38.040Z,"107km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.6,6.1,0.065,76,reviewed,us,us
2017-05-29T04:18:32.310Z,-2.6047,139.7429,35,4,mb,,193,7.491,0.5,us,us20009j9q,2017-06-18T23:37:48.040Z,"93km W of Abepura, Indonesia",earthquake,10.1,2,0.15,12,reviewed,us,us
2017-05-29T02:49:26.999Z,56.106,-157.7083,55.9,3.3,ml,,,,0.67,ak,ak16135339,2017-06-19T22:53:52.040Z,"67km ESE of Chignik Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-05-29T02:08:27.510Z,27.6221,140.0158,467.09,4.3,mb,,82,1.998,0.63,us,us10008vzb,2017-06-05T04:01:42.040Z,"225km WNW of Chichi-shima, Japan",earthquake,13.1,9.9,0.07,58,reviewed,us,us
2017-05-29T01:56:52.980Z,-16.2745,-172.1717,10,4.5,mb,,123,2.382,0.77,us,us20009j8t,2017-06-05T02:57:54.040Z,"172km ESE of Hihifo, Tonga",earthquake,9.4,1.9,0.09,36,reviewed,us,us
2017-05-29T01:28:05.500Z,36.2168,-98.9332,3.001,3.1,ml,,79,,0.45,us,us10008vz2,2017-05-31T23:19:12.285Z,"19km N of Taloga, Oklahoma",earthquake,2.3,7.8,,,reviewed,tul,tul
2017-05-29T01:10:21.100Z,-10.4002,161.38,50.18,4.8,mb,,70,1.704,0.55,us,us10008vz1,2017-06-05T02:35:40.040Z,"59km W of Kirakira, Solomon Islands",earthquake,10.2,8.1,0.09,38,reviewed,us,us
2017-05-29T00:28:29.880Z,53.0139,160.0705,35,4.6,mb,,103,0.858,0.79,us,us10008vyt,2017-05-29T03:38:00.040Z,"95km E of Petropavlovsk-Kamchatskiy, Russia",earthquake,5.8,1.9,0.056,95,reviewed,us,us
2017-05-29T00:02:39.420Z,-21.3568,-178.5496,554.64,4.6,mb,,129,4.813,0.98,us,us20009j8q,2017-06-04T04:09:41.040Z,"79km S of Ndoi Island, Fiji",earthquake,9.2,7.5,0.092,35,reviewed,us,us
2017-05-28T23:50:03.540Z,37.321,71.8701,168.04,4.4,mb,,182,0.267,1.18,us,us10008vyr,2017-05-29T03:25:56.040Z,"7km NNE of Roshtqal'a, Tajikistan",earthquake,7.7,6.1,0.239,5,reviewed,us,us
2017-05-28T23:20:18.100Z,24.8202,122.7234,24.13,4.2,mb,,76,0.438,0.47,us,us10008vyq,2017-05-29T03:22:06.040Z,"48km NW of Yonakuni, Japan",earthquake,7.3,7.4,0.146,13,reviewed,us,us
2017-05-28T23:01:18.305Z,58.1776,-155.3565,2.8,2.7,ml,,,,0.47,ak,ak16134982,2017-05-29T03:20:52.040Z,"95km SE of King Salmon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-28T21:15:09.380Z,59.7384,-136.5818,2.93,2.5,ml,,94,0.596,0.63,us,us10008vy5,2017-06-20T23:38:20.040Z,"78km WNW of Skagway, Alaska",earthquake,2.6,9.9,0.06,37,reviewed,us,us
2017-05-28T20:33:03.430Z,50.2825,-177.2357,10,4.2,mb,,238,1.572,1.1,us,us10008vxm,2017-05-29T03:25:02.538Z,"171km SE of Amatignak Island, Alaska",earthquake,13,2,0.09,34,reviewed,us,us
2017-05-28T20:17:26.860Z,37.4002,-97.3742,8.62,2.6,mb_lg,,65,0.222,0.59,us,us10008vxi,2017-05-30T19:54:32.739Z,"8km W of Belle Plaine, Kansas",earthquake,2.1,7.1,0.071,51,reviewed,us,us
2017-05-28T19:27:13.190Z,24.8812,122.608,10.86,4.4,mb,,103,0.551,0.95,us,us10008vxd,2017-05-28T19:45:35.040Z,"60km NW of Yonakuni, Japan",earthquake,4.3,1.9,0.135,16,reviewed,us,us
2017-05-28T18:47:11.650Z,-21.1757,-68.6906,139.56,4.9,mwr,,30,0.755,1.3,us,us10008vx7,2017-05-28T19:59:19.040Z,"145km N of Calama, Chile",earthquake,6.7,6.6,,,reviewed,us,guc
2017-05-28T18:37:02.950Z,47.8251667,-114.2086667,2.79,2.8,ml,25,60,0.093,0.2,mb,mb80211719,2017-05-30T14:33:08.756Z,"15km NNW of Polson, Montana",earthquake,0.39,0.99,0.235,15,reviewed,mb,mb
2017-05-28T18:08:55.529Z,53.3485,-163.518,49.2,2.8,ml,,,,0.43,ak,ak16134765,2017-05-29T03:01:58.395Z,"167km S of False Pass, Alaska",earthquake,,15.5,,,reviewed,ak,ak
2017-05-28T17:59:00.050Z,53.3748,-163.5232,10,4.1,mb,,206,1.486,1.05,us,us10008vx3,2017-05-29T02:54:32.298Z,"164km S of False Pass, Alaska",earthquake,10.9,2,0.197,7,reviewed,us,us
2017-05-28T17:51:18.870Z,53.4349,-163.5907,10,4.2,mb,,169,1.428,0.88,us,us10008vwz,2017-05-28T18:05:24.040Z,"158km S of False Pass, Alaska",earthquake,6.5,1.9,0.152,12,reviewed,us,us
2017-05-28T17:27:55.760Z,14.2661,-92.9059,51.9,4.3,mb,,224,1.201,1.41,us,us10008vwv,2017-05-28T17:58:34.040Z,"72km SW of Puerto Madero, Mexico",earthquake,12.2,21.8,0.078,47,reviewed,us,us
2017-05-28T16:57:00.940Z,48.284,154.1554,51.1,4.5,mb,,132,5.328,0.83,us,us10008vwu,2017-06-07T20:34:35.040Z,"Kuril Islands",earthquake,8.9,4.2,0.057,89,reviewed,us,us
2017-05-28T16:50:23.860Z,-19.8692,133.9267,6.49,4.3,mb,,64,0.394,1.04,us,us20009j83,2017-06-07T20:32:12.040Z,"37km SW of Tennant Creek, Australia",earthquake,5.9,5.4,0.147,13,reviewed,us,us
2017-05-28T16:32:41.800Z,0.2684,98.579,54.75,4.1,mb,,161,1.437,0.55,us,us20009j8b,2017-06-07T20:20:29.040Z,"143km SSW of Padangsidempuan, Indonesia",earthquake,5.5,9,0.197,7,reviewed,us,us
2017-05-28T14:22:34.280Z,-5.0302,151.2803,166.13,4.2,mb,,94,1.033,0.73,us,us20009j82,2017-06-07T20:02:03.040Z,"132km SW of Kokopo, Papua New Guinea",earthquake,7.7,7.6,0.084,39,reviewed,us,us
2017-05-28T13:34:29.740Z,-16.5109,-72.8305,63.33,4.1,mb,,143,3.173,0.38,us,us20009j8e,2017-06-07T19:25:29.040Z,"17km NW of Camana, Peru",earthquake,3.7,11.2,0.261,4,reviewed,us,us
2017-05-28T12:05:49.140Z,-30.7289,-71.4095,42.74,4.8,mb,,50,0.201,0.69,us,us10008vwa,2017-06-09T06:52:58.155Z,"24km SW of Ovalle, Chile",earthquake,6.2,5.6,0.064,76,reviewed,us,us
2017-05-28T11:15:56.680Z,-56.1043,-27.6808,104.8,4.3,mb,,126,5.365,0.73,us,us20009j8d,2017-06-09T06:37:49.040Z,"72km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.8,10.5,0.188,8,reviewed,us,us
2017-05-28T11:04:59.370Z,38.7627,27.7811,3.24,4.9,mwr,,28,0.666,0.8,us,us10008vw5,2017-06-09T06:35:16.995Z,"12km WNW of Golmarmara, Turkey",earthquake,4.7,4.3,0.065,23,reviewed,us,us
2017-05-28T11:04:31.480Z,0.6074,121.224,82.31,4.7,mb,,60,0.667,1,us,us20009j7z,2017-06-09T06:32:01.040Z,"39km W of Lemito, Indonesia",earthquake,3.5,7.6,0.152,13,reviewed,us,us
2017-05-28T10:18:33.766Z,59.6004,-153.1539,92.6,2.8,ml,,,,0.69,ak,ak16133943,2017-06-09T06:28:14.040Z,"77km WSW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-28T10:14:26.490Z,0.6287,120.3226,68.21,4,mb,,137,0.663,0.69,us,us20009j7y,2017-06-09T06:25:44.040Z,"28km SW of Tinabogan, Indonesia",earthquake,9.7,9.8,0.15,12,reviewed,us,us
2017-05-28T10:04:03.580Z,19.1316,-64.8281,49,2.61,md,3,311,0.9411,0.24,pr,pr2017148007,2017-05-28T16:38:11.812Z,"82km NNW of Road Town, British Virgin Islands",earthquake,6.38,14.54,0.48,2,reviewed,pr,pr
2017-05-28T09:45:08.940Z,51.48,-178.4659,8.3,4,mb,,194,0.34,0.92,us,us10008vz5,2017-06-09T06:22:21.040Z,"50km ENE of Amatignak Island, Alaska",earthquake,5,7.6,0.076,46,reviewed,us,us
2017-05-28T08:49:48.750Z,38.7516,27.8157,10,4.2,mb,,56,0.636,0.6,us,us10008vw1,2017-05-28T09:35:57.040Z,"9km WNW of Golmarmara, Turkey",earthquake,4.2,2,0.176,9,reviewed,us,us
2017-05-28T08:46:06.960Z,51.7181,-175.3536,58.36,4.6,mb,,175,0.577,0.94,us,us10008vvz,2017-05-29T01:36:30.343Z,"91km E of Adak, Alaska",earthquake,8.7,8.6,0.033,278,reviewed,us,us
2017-05-28T08:21:26.930Z,-1.2774,149.4045,56.89,5,mb,,94,14.026,0.61,us,us10008vvx,2017-05-28T08:42:45.040Z,"211km NW of Kavieng, Papua New Guinea",earthquake,11.9,7.4,0.049,130,reviewed,us,us
2017-05-28T07:37:08.050Z,53.7641,-160.9847,10,5,mb,,163,1.616,1.07,us,us10008vvl,2017-05-29T23:54:47.040Z,"146km SW of Chernabura Island, Alaska",earthquake,7.8,1.9,0.032,315,reviewed,us,us
2017-05-28T07:34:03.200Z,38.7107,27.7882,10,4.1,mb,,57,0.641,0.72,us,us10008vvm,2017-05-28T08:10:40.040Z,"10km W of Golmarmara, Turkey",earthquake,4.8,1.9,0.165,10,reviewed,us,us
2017-05-28T07:06:17.070Z,51.8294,-175.374,50.72,5.5,mb,,98,0.5,0.92,us,us10008vvg,2017-05-30T00:00:30.040Z,"88km E of Adak, Alaska",earthquake,3.6,5.3,0.022,722,reviewed,us,us
2017-05-28T06:18:21.960Z,35.8325,139.606,125.37,4.5,mb,,134,1.338,0.74,us,us10008vve,2017-06-04T06:25:33.290Z,"2km E of Shiki, Japan",earthquake,6.7,6.8,0.08,45,reviewed,us,us
2017-05-28T05:00:44.780Z,6.0028,126.4683,53.08,4.6,mb,,106,1.379,0.59,us,us10008vvc,2017-05-28T05:43:42.040Z,"51km SE of Pondaguitan, Philippines",earthquake,7.3,5.5,0.065,71,reviewed,us,us
2017-05-28T04:38:20.910Z,38.7486,27.8369,10,4.2,mb,,35,0.62,0.71,us,us10008vv5,2017-06-07T04:43:23.055Z,"7km WNW of Golmarmara, Turkey",earthquake,4.1,1.9,0.121,19,reviewed,us,us
2017-05-28T04:11:10.200Z,38.805,-122.7703333,1.9,2.9,md,80,33,0.01155,0.08,nc,nc72807391,2017-05-30T22:51:04.632Z,"3km NNW of The Geysers, California",earthquake,0.12,0.16,0.195,107,reviewed,nc,nc
2017-05-28T03:04:42.710Z,34.5173,140.5156,82.9,4.4,mb,,121,1.515,0.6,us,us10008vus,2017-06-15T04:42:26.232Z,"71km SSE of Katsuura, Japan",earthquake,7.6,8.3,0.13,17,reviewed,us,us
2017-05-28T03:04:15.430Z,19.4693,-64.4416,39,2.76,md,3,338,1.4342,0.29,pr,pr2017148003,2017-06-14T22:45:21.040Z,"128km N of Road Town, British Virgin Islands",earthquake,5.33,23.75,0.11,3,reviewed,pr,pr
2017-05-28T02:57:27.660Z,19.4686,-64.2168,7,2.58,md,3,342,1.576,0.07,pr,pr2017148001,2017-05-28T20:50:09.361Z,"123km NNE of Road Town, British Virgin Islands",earthquake,7.41,7.11,0.11,3,reviewed,pr,pr
2017-05-28T02:52:56.430Z,38.7772,27.8041,10,4.8,mwr,,25,0.655,0.57,us,us10008vur,2017-06-07T05:06:25.660Z,"11km NW of Golmarmara, Turkey",earthquake,4.2,1.9,0.06,27,reviewed,us,us
2017-05-28T02:50:27.280Z,38.7688,27.7848,10,4.6,mb,,26,0.666,0.68,us,us10008vup,2017-06-07T04:58:53.040Z,"12km WNW of Golmarmara, Turkey",earthquake,5.5,1.9,0.059,87,reviewed,us,us
2017-05-28T02:15:00.610Z,38.7522,27.8315,10,4,mb,,34,0.626,0.59,us,us10008vuj,2017-06-15T04:12:48.040Z,"8km WNW of Golmarmara, Turkey",earthquake,3.8,2,0.134,15,reviewed,us,us
2017-05-28T01:58:16.040Z,4.305,-82.5629,10,4.5,mb,,80,4.461,1.23,us,us10008vug,2017-06-07T04:20:31.040Z,"South of Panama",earthquake,6.3,1.7,0.042,168,reviewed,us,us
2017-05-28T00:36:25.073Z,58.8006,-153.2618,68.3,2.8,ml,,,,0.56,ak,ak16132843,2017-06-16T20:04:27.040Z,"123km NNW of Kodiak Station, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-28T00:36:20.500Z,36.2834,-97.1802,7.997,2.5,ml,,26,,0.15,us,us10008vu9,2017-06-01T05:51:16.429Z,"9km E of Perry, Oklahoma",earthquake,0.7,3,,,reviewed,tul,tul
2017-05-27T23:02:42.730Z,-7.0312,103.7117,32.71,4.2,mb,,172,2.757,1.41,us,us10008x6q,2017-06-16T18:44:10.040Z,"191km S of Biha, Indonesia",earthquake,7.8,7.4,0.141,14,reviewed,us,us
2017-05-27T22:48:07.340Z,5.837,126.2584,49.59,4.6,mb,,110,1.398,0.82,us,us10008vu4,2017-06-16T18:00:59.040Z,"58km S of Pondaguitan, Philippines",earthquake,4.3,7.4,0.073,56,reviewed,us,us
2017-05-27T22:39:54.900Z,36.2869,-97.5079,7.389,2.5,ml,,25,,0.16,us,us10008vu1,2017-06-14T05:03:31.098Z,"19km W of Perry, Oklahoma",earthquake,1.1,2.9,,,reviewed,tul,tul
2017-05-27T22:36:01.120Z,37.5198,71.766,117.03,4.4,mb,,77,0.084,0.86,us,us10008vu0,2017-06-16T18:21:01.040Z,"16km E of Shughnon, Tajikistan",earthquake,6.9,5.9,0.073,55,reviewed,us,us
2017-05-27T21:40:19.040Z,-30.8426,-69.6627,113.6,4.5,mb,,42,0.882,0.87,us,us10008vty,2017-06-16T19:26:45.040Z,"59km NNW of Calingasta, Argentina",earthquake,2.6,7.1,0.14,15,reviewed,us,us
2017-05-27T21:28:30.690Z,19.2951667,-155.3861667,4.125,2.51,ml,37,96,0.03803,0.12,hv,hv61773346,2017-06-16T05:38:00.040Z,"14km NE of Pahala, Hawaii",earthquake,0.3,0.86,0.07,8,reviewed,hv,hv
2017-05-27T20:28:24.670Z,-17.5268,167.7804,35,4.4,mb,,226,3.94,0.72,us,us10008x6k,2017-06-16T04:51:25.040Z,"61km WNW of Port-Vila, Vanuatu",earthquake,4.9,2,0.127,18,reviewed,us,us
2017-05-27T20:24:18.000Z,19.2985,-155.3831667,4.445,3.47,ml,46,97,0.03479,0.13,hv,hv61773221,2017-06-16T04:38:07.040Z,"14km NE of Pahala, Hawaii",earthquake,0.3,0.93,0.205,39,reviewed,hv,hv
2017-05-27T20:04:07.630Z,12.9518,-90.0919,10,4.4,mb,,166,1.111,0.81,us,us10008vtm,2017-06-16T04:34:46.040Z,"76km SSW of Acajutla, El Salvador",earthquake,3.4,1.9,0.072,56,reviewed,us,us
2017-05-27T18:23:33.705Z,59.8243,-153.0104,108.2,2.8,ml,,,,0.58,ak,ak16132426,2017-05-31T16:24:27.040Z,"64km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-27T16:59:16.377Z,59.9284,-136.614,1.2,2.5,ml,,,,0.69,ak,ak16132262,2017-05-27T17:04:00.532Z,"90km NW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-27T16:33:05.859Z,64.6597,-149.2354,17.8,3.4,ml,,,,0.72,ak,ak16132238,2017-05-30T21:00:26.607Z,"10km NNW of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-05-27T15:53:24.420Z,38.7515,27.8415,10,5,mb,,35,0.618,1.35,us,us10008vt5,2017-05-29T20:23:59.195Z,"7km WNW of Golmarmara, Turkey",earthquake,3.6,1.9,0.115,24,reviewed,us,us
2017-05-27T14:42:59.960Z,19.1613,-64.0086,24,2.64,md,3,346,1.5335,0.06,pr,pr2017147015,2017-05-28T16:51:01.931Z,"104km NE of Road Town, British Virgin Islands",earthquake,2.7,9.73,0.05,3,reviewed,pr,pr
2017-05-27T13:50:04.550Z,35.9351,135.5134,10,4.9,mb,,62,1.365,0.74,us,us10008vsr,2017-05-30T12:13:41.066Z,"53km NNW of Obama, Japan",earthquake,2.8,1.9,0.104,29,reviewed,us,us
2017-05-27T12:58:45.630Z,12.9021,-90.0288,42.48,4,mb,,183,1.1,1.2,us,us10008vsq,2017-06-02T09:43:01.040Z,"79km SSW of Acajutla, El Salvador",earthquake,9,15.6,0.164,10,reviewed,us,us
2017-05-27T12:56:58.630Z,19.0051,-64.0753,25,2.88,md,3,346,1.3943,0.27,pr,pr2017147012,2017-05-28T16:48:46.223Z,"86km NE of Road Town, British Virgin Islands",earthquake,5.63,23.63,0.43,2,reviewed,pr,pr
2017-05-27T12:15:48.070Z,6.7984,-73.0164,155.49,4.7,mb,,39,0.901,0.87,us,us10008vse,2017-06-02T09:41:33.444Z,"11km N of Aratoca, Colombia",earthquake,7.6,8,0.043,168,reviewed,us,us
2017-05-27T11:59:40.060Z,36.8293,138.3894,1.61,4.6,mb,,124,0.319,0.52,us,us10008vsc,2017-06-02T09:39:09.244Z,"3km SE of Iiyama, Japan",earthquake,4,4.7,0.087,39,reviewed,us,us
2017-05-27T11:31:40.140Z,32.9368333,-117.8211667,22.83,2.84,ml,65,145,0.4541,0.23,ci,ci37655423,2017-06-19T23:41:00.408Z,"50km WSW of Carlsbad, CA",earthquake,0.31,0.81,0.128,25,reviewed,ci,ci
2017-05-27T10:48:28.987Z,56.3679,-155.9086,33.7,3.4,ml,,,,0.71,ak,ak16131881,2017-05-27T10:51:15.043Z,"63km NNW of Chirikof Island, Alaska",earthquake,,3.8,,,automatic,ak,ak
2017-05-27T10:02:33.710Z,18.558,-64.2176,47,2.53,md,3,350,1.0939,0.13,pr,pr2017147008,2017-05-28T20:58:46.756Z,"44km ENE of Road Town, British Virgin Islands",earthquake,6.41,2.25,0.37,2,reviewed,pr,pr
2017-05-27T09:59:10.200Z,19.0833,-64.187,66,2.48,md,3,343,1.3424,0.23,pr,pr2017147006,2017-05-28T20:58:22.681Z,"86km NNE of Road Town, British Virgin Islands",earthquake,9.95,11.29,0.1,3,reviewed,pr,pr
2017-05-27T09:52:06.180Z,-5.5839,154.2254,163.81,4.4,mb,,120,13.699,0.49,us,us10008vrx,2017-05-27T10:14:56.040Z,"161km WNW of Arawa, Papua New Guinea",earthquake,14.3,8.6,0.098,30,reviewed,us,us
2017-05-27T09:48:16.280Z,19.2063,-64.0531,40,3.3,md,10,328,1.5229,0.25,pr,pr2017147001,2017-05-28T20:57:29.592Z,"105km NE of Road Town, British Virgin Islands",earthquake,5.15,17.51,0.4,6,reviewed,pr,pr
2017-05-27T09:36:23.010Z,64.5971,-17.8707,10,4.2,mb,,134,1.494,1.07,us,us10008vrn,2017-05-27T09:59:09.040Z,"121km S of Akureyri, Iceland",earthquake,7.4,1.9,0.091,34,reviewed,us,us
2017-05-27T09:15:53.953Z,59.7386,-136.439,1,2.5,ml,,,,0.87,ak,ak16131819,2017-05-27T09:44:51.841Z,"70km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-27T09:01:02.728Z,60.2032,-153.2643,154.8,3.5,ml,,,,0.49,ak,ak16131541,2017-05-27T09:36:01.809Z,"42km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-27T08:46:38.740Z,17.0327,-61.1886,7.13,4,mb,,214,0.625,0.56,us,us10008vpl,2017-06-11T11:09:56.040Z,"62km E of Parham, Antigua and Barbuda",earthquake,3.1,9.6,0.367,2,reviewed,us,us
2017-05-27T08:17:29.700Z,18.883,-155.2571667,11.824,2.95,ml,34,255,0.3332,0.09,hv,hv61772536,2017-06-11T11:07:56.040Z,"42km SSE of Pahala, Hawaii",earthquake,1.01,0.71,0.156,39,reviewed,hv,hv
2017-05-27T08:10:18.280Z,19.5181,-66.323,35,3.36,md,8,291,1.4554,0.37,pr,pr2017147005,2017-05-28T20:56:38.833Z,"116km N of Brenas, Puerto Rico",earthquake,3.39,30.1,0.12,2,reviewed,pr,pr
2017-05-27T07:50:32.630Z,38.7676667,-122.7211667,0.86,2.67,md,68,24,0.006379,0.08,nc,nc72807061,2017-05-30T23:49:02.746Z,"3km ESE of The Geysers, California",earthquake,0.12,0.16,0.175,67,reviewed,nc,nc
2017-05-27T07:38:40.880Z,-45.7606,-75.6501,10,5.1,mwr,,136,1.854,1.2,us,us10008vpd,2017-06-11T11:03:17.040Z,"223km W of Puerto Chacabuco, Chile",earthquake,8.4,1.9,0.075,17,reviewed,us,us
2017-05-27T07:04:29.490Z,-6.6568,128.9485,210.78,4.2,mb,,77,2.677,1.07,us,us10008x67,2017-06-11T10:58:02.040Z,"298km WNW of Saumlaki, Indonesia",earthquake,10.9,12.3,0.2,7,reviewed,us,us
2017-05-27T07:03:48.000Z,19.5893,-109.3878,10,4.5,mb,,112,1.656,1.17,us,us10008vp6,2017-06-11T10:53:36.375Z,"190km ENE of Socorro Island, Mexico",earthquake,6.9,1.9,0.061,78,reviewed,us,us
2017-05-27T07:00:44.780Z,18.24,-68.0445,108,3.43,md,11,329,0.5835,0.38,pr,pr2017147000,2017-06-11T11:00:09.040Z,"59km SE of Punta Cana, Dominican Republic",earthquake,3.66,1.6,0.38,10,reviewed,pr,pr
2017-05-27T06:53:20.670Z,19.7114,-109.4252,10,4.7,mb,,85,1.693,1.18,us,us10008vp4,2017-06-11T10:50:37.471Z,"193km ENE of Socorro Island, Mexico",earthquake,6.5,1.9,0.06,85,reviewed,us,us
2017-05-27T04:40:07.510Z,59.6144,-138.7107,2.8,3.1,ml,,,,0.51,us,us10008vnw,2017-06-14T03:43:07.040Z,"57km E of Yakutat, Alaska",earthquake,4.5,7.7,,,reviewed,ak,ak
2017-05-27T03:37:39.720Z,51.975,172.4007,28.88,4,mb,,156,1.289,0.54,us,us10008vnr,2017-06-07T04:11:59.040Z,"110km SSW of Attu Station, Alaska",earthquake,8.7,6.1,0.116,20,reviewed,us,us
