cds	rtype	sname	dname	cname	enroll12	NumTstTakr	AvgScrRead	AvgScrMath	AvgScrWrite	NumGE1500	PctGE1500
36678500102830	S	Wilmer Amina Carter High	Rialto Unified	San Bernardino	572	252	437	439	440	55	21.83
36678503630530	S	Zupanic High	Rialto Unified	San Bernardino	66	0	NA	NA	NA	NA	NA
36678503630597	S	Rialto High	Rialto Unified	San Bernardino	663	269	442	449	432	55	20.45
36678503633005	S	Eisenhower Senior High	Rialto Unified	San Bernardino	521	135	432	453	427	29	21.48
36678680000000	D		Rim of the World Unified	San Bernardino	383	122	511	508	500	66	54.10
36678683635265	S	Rim of the World Senior High	Rim of the World Unified	San Bernardino	295	122	511	508	500	66	54.10
36678760000000	D		San Bernardino City Unified	San Bernardino	4139	1096	435	444	432	241	21.99
36678760107730	S	ASA Charter	San Bernardino City Unified	San Bernardino	28	0	NA	NA	NA	NA	NA
36678760109850	S	Public Safety Academy	San Bernardino City Unified	San Bernardino	43	19	419	442	418	2	10.53
36678760114405	S	Casa Ramona Academy for Technology, Comm	San Bernardino City Unified	San Bernardino	10	8	*	*	*	*	*
36678760120568	S	Options for Youth-San Bernardino	San Bernardino City Unified	San Bernardino	83	18	436	422	421	2	11.11
36678760122572	S	The Academy of the Inland Empire	San Bernardino City Unified	San Bernardino	302	0	NA	NA	NA	NA	NA
36678763630308	S	San Andreas High	San Bernardino City Unified	San Bernardino	472	1	*	*	*	*	*
36678763630548	S	Alternative Learning Center	San Bernardino City Unified	San Bernardino	16	0	NA	NA	NA	NA	NA
36678763630993	S	Provisional Accelerated Learning Academy	San Bernardino City Unified	San Bernardino	134	0	NA	NA	NA	NA	NA
36678763631082	S	Arroyo Valley High	San Bernardino City Unified	San Bernardino	503	218	422	430	424	37	16.97
36678763631090	S	Middle College High	San Bernardino City Unified	San Bernardino	47	52	467	485	454	15	28.85
36678763632221	S	Cajon High	San Bernardino City Unified	San Bernardino	652	297	468	468	455	104	35.02
36678763632809	S	Sierra High	San Bernardino City Unified	San Bernardino	383	1	*	*	*	*	*
36678763634680	S	Pacific High	San Bernardino City Unified	San Bernardino	495	159	414	426	415	15	9.43
36678763635844	S	San Bernardino High	San Bernardino City Unified	San Bernardino	395	151	407	418	413	17	11.26
36678763636081	S	San Gorgonio High	San Bernardino City Unified	San Bernardino	478	172	436	453	437	49	28.49
36678920000000	D		Trona Joint Unified	San Bernardino	14	4	*	*	*	*	*
36678923636487	S	Trona High	Trona Joint Unified	San Bernardino	14	4	*	*	*	*	*
36679340000000	D		Victor Valley Union High	San Bernardino	2565	689	453	456	454	189	27.43
36679340110064	S	University Preparatory	Victor Valley Union High	San Bernardino	168	166	483	489	487	65	39.16
36679343630670	S	Options for Youth-Victorville Charter	Victor Valley Union High	San Bernardino	604	56	423	405	430	7	12.50
36679343630761	S	Excelsior Charter	Victor Valley Union High	San Bernardino	318	65	506	483	482	30	46.15
36679343630787	S	Silverado High	Victor Valley Union High	San Bernardino	846	242	447	449	447	60	24.79
36679343638012	S	Victor Valley High	Victor Valley Union High	San Bernardino	478	160	420	438	428	27	16.88
36679590000000	D		Yucaipa-Calimesa Joint Unified	San Bernardino	751	275	492	505	487	128	46.55
36679593633351	S	Green Valley High	Yucaipa-Calimesa Joint Unified	San Bernardino	71	1	*	*	*	*	*
36679593638509	S	Yucaipa High	Yucaipa-Calimesa Joint Unified	San Bernardino	628	274	492	505	487	128	46.72
36738580000000	D		Baker Valley Unified	San Bernardino	13	1	*	*	*	*	*
36738583630076	S	Baker High	Baker Valley Unified	San Bernardino	13	1	*	*	*	*	*
36738900000000	D		Silver Valley Unified	San Bernardino	121	36	491	503	463	15	41.67
36738903630274	S	Silver Valley High	Silver Valley Unified	San Bernardino	90	34	486	504	459	13	38.24
36738903631199	S	Silver Valley Academy	Silver Valley Unified	San Bernardino	23	2	*	*	*	*	*
36739570000000	D		Snowline Joint Unified	San Bernardino	623	166	517	530	502	94	56.63
36739573630233	S	Serrano High	Snowline Joint Unified	San Bernardino	483	166	517	530	502	94	56.63
36739573630589	S	Snowline Virtual	Snowline Joint Unified	San Bernardino	12	0	NA	NA	NA	NA	NA
36750440000000	D		Hesperia Unified	San Bernardino	2104	619	457	457	451	170	27.46
36750440107516	S	Summit Leadership Academy-High Desert	Hesperia Unified	San Bernardino	36	18	402	386	393	0	0.00
36750440114389	S	Mirus Secondary	Hesperia Unified	San Bernardino	94	3	*	*	*	*	*
36750440116707	S	Encore Jr./Sr. High School for the Perfo	Hesperia Unified	San Bernardino	108	48	504	476	503	22	45.83
36750440119115	S	Oak Hills High	Hesperia Unified	San Bernardino	564	227	456	459	455	65	28.63
36750443630407	S	Hesperia High	Hesperia Unified	San Bernardino	453	152	444	436	436	25	16.45
36750443630746	S	Sultana High	Hesperia Unified	San Bernardino	436	171	466	476	451	58	33.92
36750443630811	S	Shadow Ridge	Hesperia Unified	San Bernardino	56	0	NA	NA	NA	NA	NA
36750510000000	D		Lucerne Valley Unified	San Bernardino	78	13	474	506	484	5	38.46
36750510115089	S	Sky Mountain Charter	Lucerne Valley Unified	San Bernardino	24	1	*	*	*	*	*
36750513630563	S	Lucerne Valley High	Lucerne Valley Unified	San Bernardino	47	12	458	491	469	4	33.33
36750690000000	D		Upland Unified	San Bernardino	932	355	509	517	497	182	51.27
36750693630456	S	Hillside High	Upland Unified	San Bernardino	143	2	*	*	*	*	*
36750693637584	S	Upland High	Upland Unified	San Bernardino	788	353	509	517	498	181	51.27
36750770000000	D		Apple Valley Unified	San Bernardino	1262	391	485	473	474	143	36.57
36750773630423	S	Apple Valley High	Apple Valley Unified	San Bernardino	554	204	481	471	468	71	34.80
36750773630894	S	Granite Hills High	Apple Valley Unified	San Bernardino	451	138	474	462	465	40	28.99
36750773631009	S	High Desert Premier Academy	Apple Valley Unified	San Bernardino	142	0	NA	NA	NA	NA	NA
36750773631207	S	Academy for Academic Excellence	Apple Valley Unified	San Bernardino	91	49	535	510	520	32	65.31
37000000000000	C			San Diego	43364	17343	510	521	502	9106	52.51
37103710000000	D		San Diego County Office of Edu	San Diego	976	22	383	367	370	1	4.55
37103710115998	S	San Pasqual Academy	San Diego County Office of Edu	San Diego	37	12	399	388	377	1	8.33
37103710120493	S	Monarch	San Diego County Office of Edu	San Diego	19	10	*	*	*	*	*
37103716119119	S	Literacy First Charter	San Diego County Office of Edu	San Diego	61	0	NA	NA	NA	NA	NA
37679830000000	D		Borrego Springs Unified	San Diego	46	13	466	444	466	4	30.77
37679830117887	S	Juan Bautista de Anza	Borrego Springs Unified	San Diego	12	0	NA	NA	NA	NA	NA
37679833730447	S	Borrego Springs High	Borrego Springs Unified	San Diego	32	13	466	444	466	4	30.77
37680310000000	D		Coronado Unified	San Diego	288	240	562	557	549	178	74.17
37680313731478	S	Coronado High	Coronado Unified	San Diego	280	240	562	557	549	178	74.17
37680490000000	D		Dehesa Elementary	San Diego	614	17	559	511	490	9	52.94
37680490119990	S	Diego Hills Charter	Dehesa Elementary	San Diego	557	3	*	*	*	*	*
37680496119564	S	Dehesa Charter	Dehesa Elementary	San Diego	57	14	583	519	505	8	57.14
37681060000000	D		Escondido Union High	San Diego	2426	901	495	503	487	418	46.39
37681060111195	S	Classical Academy High	Escondido Union High	San Diego	122	66	575	546	558	51	77.27
37681063730058	S	San Pasqual High	Escondido Union High	San Diego	600	290	513	534	508	163	56.21
37681063731023	S	Escondido Charter High	Escondido Union High	San Diego	274	124	523	545	507	73	58.87
37681063732054	S	Valley High (Continuation)	Escondido Union High	San Diego	292	1	*	*	*	*	*
37681063732062	S	Escondido High	Escondido Union High	San Diego	571	233	480	475	471	89	38.20
37681063735313	S	Orange Glen High	Escondido Union High	San Diego	564	187	442	447	438	42	22.46
37681220000000	D		Fallbrook Union High	San Diego	650	213	505	515	490	120	56.34
37681223730967	S	Oasis High (Alternative)	Fallbrook Union High	San Diego	40	7	*	*	*	*	*
37681223732179	S	Fallbrook High	Fallbrook Union High	San Diego	527	206	505	517	490	116	56.31
37681300000000	D		Grossmont Union High	San Diego	6060	2206	490	507	482	1010	45.78
37681303730066	S	Valhalla High	Grossmont Union High	San Diego	570	242	517	536	514	146	60.33
37681303730702	S	West Hills High	Grossmont Union High	San Diego	480	226	501	520	495	121	53.54
37681303731262	S	Steele Canyon High	Grossmont Union High	San Diego	501	294	502	509	496	145	49.32
37681303731536	S	Grossmont Middle College High	Grossmont Union High	San Diego	39	46	528	516	514	28	60.87
37681303731692	S	El Cajon Valley High	Grossmont Union High	San Diego	522	101	455	471	464	32	31.68
37681303731809	S	El Capitan High	Grossmont Union High	San Diego	389	97	493	510	479	41	42.27
37681303732336	S	Granite Hills High	Grossmont Union High	San Diego	662	228	495	519	486	111	48.68
37681303732625	S	Grossmont High	Grossmont Union High	San Diego	606	227	504	525	490	116	51.10
37681303732732	S	Helix High	Grossmont Union High	San Diego	568	357	473	488	462	128	35.85
37681303734548	S	Monte Vista High	Grossmont Union High	San Diego	531	128	460	485	445	44	34.38
37681303734761	S	Mount Miguel High	Grossmont Union High	San Diego	397	118	431	446	427	26	22.03
37681303737905	S	Santana High	Grossmont Union High	San Diego	402	142	503	517	495	72	50.70
37681303739000	S	Phoenix High	Grossmont Union High	San Diego	75	0	NA	NA	NA	NA	NA
37681550000000	D		Jamul-Dulzura Union Elementary	San Diego	32	3	*	*	*	*	*
37681556117303	S	Greater San Diego Academy	Jamul-Dulzura Union Elementary	San Diego	32	3	*	*	*	*	*
37681630000000	D		Julian Union Elementary	San Diego	542	24	542	510	503	12	50.00
37681630124271	S	Diego Valley Charter	Julian Union Elementary	San Diego	414	0	NA	NA	NA	NA	NA
37681633731239	S	Julian Charter	Julian Union Elementary	San Diego	128	24	542	510	503	12	50.00
37681710000000	D		Julian Union High	San Diego	40	16	526	503	491	9	56.25
37681713733219	S	Julian High	Julian Union High	San Diego	38	16	526	503	491	9	56.25
37681890000000	D		Lakeside Union Elementary	San Diego	153	28	579	555	533	24	85.71
37681890118323	S	National University Academy	Lakeside Union Elementary	San Diego	114	1	*	*	*	*	*
37681893731072	S	River Valley Charter	Lakeside Union Elementary	San Diego	39	27	579	551	533	23	85.19
37682130000000	D		Mountain Empire Unified	San Diego	375	39	457	441	447	7	17.95
37682130119263	S	California Pacific Charter School of San	Mountain Empire Unified	San Diego	104	0	NA	NA	NA	NA	NA
37682130123224	S	San Diego Virtual	Mountain Empire Unified	San Diego	90	0	NA	NA	NA	NA	NA
37682130123240	S	Pivot Charter School - San Diego	Mountain Empire Unified	San Diego	40	0	NA	NA	NA	NA	NA
37682133734878	S	Mountain Empire High	Mountain Empire Unified	San Diego	97	39	457	441	447	7	17.95
37682960000000	D		Poway Unified	San Diego	2819	1900	563	586	559	1412	74.32
37682960118935	S	Del Norte High	Poway Unified	San Diego	388	306	565	586	558	220	71.90
37682963730074	S	Mt. Carmel High	Poway Unified	San Diego	486	330	544	573	536	225	68.18
37682963730819	S	Rancho Bernardo High	Poway Unified	San Diego	565	387	558	588	560	291	75.19
37682963731528	S	Westview High	Poway Unified	San Diego	598	468	591	615	586	376	80.34
37682963735842	S	Abraxas Continuation High	Poway Unified	San Diego	125	2	*	*	*	*	*
37682963735867	S	Poway High	Poway Unified	San Diego	596	407	548	564	548	300	73.71
37683040000000	D		Ramona City Unified	San Diego	546	204	518	530	506	123	60.29
37683040102178	S	Future Bound Independent Study Secondary	Ramona City Unified	San Diego	32	0	NA	NA	NA	NA	NA
37683043735974	S	Ramona High	Ramona City Unified	San Diego	407	186	514	529	503	111	59.68
37683046106264	S	Ramona Community	Ramona City Unified	San Diego	30	18	558	539	537	12	66.67
37683380000000	D		San Diego Unified	San Diego	9584	4595	493	505	485	2128	46.31
37683380106732	S	High Tech High International	San Diego Unified	San Diego	98	91	498	516	510	49	53.85
37683380106799	S	Learning Choice Academy	San Diego Unified	San Diego	77	5	*	*	*	*	*
37683380107029	S	San Diego International Studies	San Diego Unified	San Diego	137	125	527	526	541	76	60.80
37683380107052	S	San Diego Business	San Diego Unified	San Diego	132	36	406	419	422	7	19.44
37683380107060	S	San Diego MVP Arts	San Diego Unified	San Diego	71	26	408	390	386	2	7.69
37683380107078	S	Kearny Digital Media & Design	San Diego Unified	San Diego	96	50	468	444	456	15	30.00
37683380107086	S	Kearny SCT	San Diego Unified	San Diego	74	50	477	486	463	22	44.00
37683380107094	S	Kearny International Business	San Diego Unified	San Diego	110	69	461	483	453	23	33.33
37683380107102	S	Kearny Construction Tech	San Diego Unified	San Diego	76	37	407	418	412	4	10.81
37683380107177	S	Crawford High	San Diego Unified	San Diego	274	0	NA	NA	NA	NA	NA
37683380107219	S	San Diego Science and Technology	San Diego Unified	San Diego	103	55	425	453	423	10	18.18
37683380107482	S	San Diego Metro Career and Tech	San Diego Unified	San Diego	47	45	475	462	462	12	26.67
37683380108787	S	High Tech High Media Arts	San Diego Unified	San Diego	95	89	490	491	481	41	46.07
37683380114025	S	Lincoln High	San Diego Unified	San Diego	311	175	399	414	396	16	9.14
37683380114462	S	Health Sciences High	San Diego Unified	San Diego	128	98	461	451	444	25	25.51
37683380114520	S	Arroyo Paseo Charter High	San Diego Unified	San Diego	35	9	*	*	*	*	*
37683380118315	S	San Diego Early/Middle College	San Diego Unified	San Diego	35	17	482	473	459	7	41.18
37683380118851	S	King-Chavez Community High	San Diego Unified	San Diego	125	0	NA	NA	NA	NA	NA
37683380119610	S	Gompers Preparatory Academy	San Diego Unified	San Diego	91	0	NA	NA	NA	NA	NA
37683380120410	S	iHigh Virtual Academy	San Diego Unified	San Diego	24	7	*	*	*	*	*
37683380122788	S	Coleman Tech Charter High	San Diego Unified	San Diego	44	0	NA	NA	NA	NA	NA
37683380126938	S	Home & Hosp/Transition Support	San Diego Unified	San Diego	15	0	NA	NA	NA	NA	NA
37683380128744	S	Laurel Preparatory Academy	San Diego Unified	San Diego	49	0	NA	NA	NA	NA	NA
37683383730116	S	John Muir	San Diego Unified	San Diego	16	5	*	*	*	*	*
37683383730173	S	Serra High	San Diego Unified	San Diego	405	289	490	504	468	123	42.56
37683383730181	S	Mira Mesa High	San Diego Unified	San Diego	627	365	497	521	481	180	49.32
37683383730231	S	Twain High	San Diego Unified	San Diego	113	2	*	*	*	*	*
37683383730314	S	University City High	San Diego Unified	San Diego	405	294	527	545	526	184	62.59
37683383730371	S	San Diego SCPA	San Diego Unified	San Diego	146	121	513	492	506	63	52.07
37683383730751	S	Mt. Everest Academy	San Diego Unified	San Diego	41	22	543	510	526	11	50.00
37683383730884	S	Scripps Ranch High	San Diego Unified	San Diego	516	431	551	576	547	314	72.85
37683383730959	S	Charter School of San Diego	San Diego Unified	San Diego	925	49	466	454	455	18	36.73
37683383731130	S	ALBA	San Diego Unified	San Diego	1	1	*	*	*	*	*
37683383731189	S	Preuss School UCSD	San Diego Unified	San Diego	89	89	499	507	499	46	51.69
37683383731213	S	Clairemont High	San Diego Unified	San Diego	278	123	497	497	486	55	44.72
37683383731247	S	High Tech High	San Diego Unified	San Diego	127	118	489	504	473	51	43.22
37683383731395	S	Audeo Charter	San Diego Unified	San Diego	299	17	491	473	472	5	29.41
37683383732781	S	Henry High	San Diego Unified	San Diego	524	347	519	533	495	200	57.64
37683383732997	S	Hoover High	San Diego Unified	San Diego	364	214	408	426	422	34	15.89
37683383733508	S	La Jolla High	San Diego Unified	San Diego	336	272	563	586	560	209	76.84
37683383733698	S	Madison High	San Diego Unified	San Diego	249	188	449	456	444	47	25.00
37683383734431	S	Mission Bay High	San Diego Unified	San Diego	296	160	452	459	436	40	25.00
37683383734654	S	Morse High	San Diego Unified	San Diego	424	188	473	492	468	72	38.30
37683383735750	S	Point Loma High	San Diego Unified	San Diego	436	315	502	507	489	158	50.16
37683383737962	S	Garfield High	San Diego Unified	San Diego	114	1	*	*	*	*	*
37683460000000	D		San Dieguito Union High	San Diego	2071	1425	592	613	595	1214	85.19
37683460106328	S	Canyon Crest Academy	San Dieguito Union High	San Diego	475	384	627	647	630	365	95.05
37683463730033	S	Torrey Pines High	San Dieguito Union High	San Diego	613	413	606	636	616	364	88.14
37683463730769	S	North Coast Alternative High	San Dieguito Union High	San Diego	12	0	NA	NA	NA	NA	NA
37683463731007	S	La Costa Canyon High	San Dieguito Union High	San Diego	478	302	552	573	553	231	76.49
37683463737384	S	Sunset High (Continuation)	San Dieguito Union High	San Diego	63	5	*	*	*	*	*
37683463737418	S	San Dieguito High Academy	San Dieguito Union High	San Diego	417	321	570	579	566	250	77.88
37684030000000	D		Spencer Valley Elementary	San Diego	260	29	537	491	515	15	51.72
37684036120893	S	California Virtual Academy @ San Diego	Spencer Valley Elementary	San Diego	260	29	537	491	515	15	51.72
37684110000000	D		Sweetwater Union High	San Diego	8112	2843	477	485	468	1066	37.50
37684110111831	S	Olympian High	Sweetwater Union High	San Diego	464	285	501	508	488	139	48.77
37684113730124	S	Southwest Senior High	Sweetwater Union High	San Diego	507	134	442	445	432	27	20.15
37684113730405	S	Bonita Vista Senior High	Sweetwater Union High	San Diego	619	282	508	523	504	156	55.32
37684113730801	S	Castle Park Senior High	Sweetwater Union High	San Diego	452	135	457	462	439	40	29.63
37684113730843	S	Eastlake High	Sweetwater Union High	San Diego	785	443	505	511	491	224	50.56
37684113731064	S	Chula Vista Senior High	Sweetwater Union High	San Diego	616	212	453	462	437	48	22.64
37684113731155	S	Options Secondary	Sweetwater Union High	San Diego	44	7	*	*	*	*	*
37684113731304	S	MAAC Community Charter	Sweetwater Union High	San Diego	218	0	NA	NA	NA	NA	NA
37684113731502	S	San Ysidro High	Sweetwater Union High	San Diego	622	174	443	468	439	39	22.41
37684113731627	S	Otay Ranch Senior High	Sweetwater Union High	San Diego	730	376	496	502	484	163	43.35
37684113732047	S	Palomar High	Sweetwater Union High	San Diego	298	1	*	*	*	*	*
